table	column	type	nullable	default	key	extra
ca_json_templates	id	INTEGER	YES		PRI	
ca_json_templates	template_name	TEXT	YES			
ca_json_templates	sample_file_name	TEXT	YES			
ca_json_templates	sample_json	TEXT	YES			
ca_json_templates	mapping_json	TEXT	YES			
ca_json_templates	is_active	INTEGER	YES			
ca_json_templates	created_by	INTEGER	YES			
ca_json_templates	created_by_name	TEXT	YES			
ca_json_templates	created_at	TEXT	YES			
ca_json_templates	updated_at	TEXT	YES			
ca_json_templates	last_used_at	TEXT	YES			
closing_periods	id	INTEGER	YES		PRI	
closing_periods	company_id	INTEGER	YES			
closing_periods	company_name	TEXT	YES			
closing_periods	financial_year_id	INTEGER	YES			
closing_periods	financial_year_label	TEXT	YES			
closing_periods	closing_type	TEXT	YES			
closing_periods	period_label	TEXT	YES			
closing_periods	from_date	TEXT	YES			
closing_periods	to_date	TEXT	YES			
closing_periods	status	TEXT	YES			
closing_periods	backup_path	TEXT	YES			
closing_periods	export_path	TEXT	YES			
closing_periods	export_format	TEXT	YES			
closing_periods	ca_email	TEXT	YES			
closing_periods	remarks	TEXT	YES			
closing_periods	reopened_reason	TEXT	YES			
closing_periods	closed_by	INTEGER	YES			
closing_periods	closed_by_name	TEXT	YES			
closing_periods	closed_at	TEXT	YES			
closing_periods	reopened_by	INTEGER	YES			
closing_periods	reopened_by_name	TEXT	YES			
closing_periods	reopened_at	TEXT	YES			
closing_periods	created_at	TEXT	YES			
closing_periods	updated_at	TEXT	YES			
communication_contact_preferences	channel	TEXT	NO		PRI	
communication_contact_preferences	document_type	TEXT	NO		PRI	
communication_contact_preferences	preferred_field	TEXT	NO			
communication_contact_preferences	updated_at	TEXT	NO			
communication_logs	id	INTEGER	YES		PRI	
communication_logs	channel	TEXT	NO			
communication_logs	recipient	TEXT	YES			
communication_logs	subject	TEXT	YES			
communication_logs	body	TEXT	YES			
communication_logs	attachment_path	TEXT	YES			
communication_logs	status	TEXT	NO			
communication_logs	result_code	TEXT	YES			
communication_logs	result_message	TEXT	YES			
communication_logs	attempts	INTEGER	NO	0		
communication_logs	next_retry_at	TEXT	YES			
communication_logs	last_attempt_at	TEXT	YES			
communication_logs	sent_at	TEXT	YES			
communication_logs	metadata_json	TEXT	YES			
communication_logs	created_at	TEXT	NO			
communication_logs	updated_at	TEXT	NO			
communication_templates	id	INTEGER	YES		PRI	
communication_templates	template_code	TEXT	NO			
communication_templates	channel	TEXT	NO			
communication_templates	document_type	TEXT	NO			
communication_templates	template_name	TEXT	NO			
communication_templates	subject_template	TEXT	YES			
communication_templates	body_template	TEXT	NO			
communication_templates	is_active	INTEGER	NO	1		
communication_templates	created_at	TEXT	NO			
communication_templates	updated_at	TEXT	NO			
company	id	INTEGER	YES		PRI	
company	name	TEXT	YES			
company	gstin	TEXT	YES			
company	phone	TEXT	YES			
company	email	TEXT	YES			
company	address	TEXT	YES			
company	state	TEXT	YES			
company	invoice_prefix	TEXT	YES			
company	logo_path	TEXT	YES			
company	upi_id	TEXT	YES			
company	payment_qr_path	TEXT	YES			
company	bank	TEXT	YES			
company	owner_name	TEXT	YES			
company	business_type_code	TEXT	YES			
company	invoice_template_code	TEXT	YES			
company	subscription_plan_code	TEXT	YES			
company	pan	TEXT	YES			
company	fssai_no	TEXT	YES			
company	drug_license_no	TEXT	YES			
company	website	TEXT	YES			
company	business_name	TEXT	YES			
company	mobile	TEXT	YES			
company	phone_alt	TEXT	YES			
company	city	TEXT	YES			
company	country	TEXT	YES			
company	pincode	TEXT	YES			
company	header_image_path	TEXT	YES			
company	footer_image_path	TEXT	YES			
company	other_registrations	TEXT	YES			
company_profile_audit	id	INTEGER	YES		PRI	
company_profile_audit	changed_at	TEXT	YES			
company_profile_audit	changed_by	TEXT	YES			
company_profile_audit	source	TEXT	YES			
company_profile_audit	field_name	TEXT	YES			
company_profile_audit	old_value	TEXT	YES			
company_profile_audit	new_value	TEXT	YES			
company_profile_audit	machine_id	TEXT	YES			
company_profile_audit	reason	TEXT	YES			
cost_centers	id	INTEGER	YES		PRI	
cost_centers	name	TEXT	YES			
cost_centers	code	TEXT	YES			
cost_centers	parent_id	INTEGER	YES			
cost_centers	is_active	INTEGER	YES			
cost_centers	notes	TEXT	YES			
cost_centers	created_at	TEXT	YES			
cost_centers	type	TEXT	YES			
customers	id	INTEGER	YES		PRI	
customers	name	TEXT	YES			
customers	gstin	TEXT	YES			
customers	phone	TEXT	YES			
customers	area	TEXT	YES			
customers	address	TEXT	YES			
customers	state	TEXT	YES			
customers	balance	REAL	YES			
customers	created_at	TEXT	YES			
customers	contact_person	TEXT	YES			
customers	place_of_supply	TEXT	YES			
customers	fssai_no	TEXT	YES			
customers	drug_license_no	TEXT	YES			
customers	gst_treatment	TEXT	YES			
customers	reverse_charge_applicable	INTEGER	YES			
customers	shipping_address	TEXT	YES			
customers	code	TEXT	YES			
customers	email	TEXT	YES			
customers	pan	TEXT	YES			
customers	hsn_code	TEXT	YES			
customers	address_line2	TEXT	YES			
customers	city	TEXT	YES			
customers	pin_code	TEXT	YES			
customers	country	TEXT	YES			
customers	balance_type	TEXT	YES			
customers	credit_limit	REAL	YES	0		
customers	status	TEXT	YES	'Active'		
customers	remarks	TEXT	YES			
customers	default_print_format	TEXT	YES			
customers	customer_type	TEXT	YES			
data_maintenance_logs	id	INTEGER	YES		PRI	
data_maintenance_logs	operation	TEXT	YES			
data_maintenance_logs	status	TEXT	YES			
data_maintenance_logs	backup_path	TEXT	YES			
data_maintenance_logs	archive_path	TEXT	YES			
data_maintenance_logs	report_path	TEXT	YES			
data_maintenance_logs	records_exported	INTEGER	YES			
data_maintenance_logs	records_deleted	INTEGER	YES			
data_maintenance_logs	created_by	TEXT	YES			
data_maintenance_logs	details_json	TEXT	YES			
data_maintenance_logs	created_at	TEXT	YES			
data_maintenance_opening_balances	id	INTEGER	YES		PRI	
data_maintenance_opening_balances	operation_id	INTEGER	YES			
data_maintenance_opening_balances	balance_date	TEXT	YES			
data_maintenance_opening_balances	balance_type	TEXT	YES			
data_maintenance_opening_balances	ref_id	INTEGER	YES			
data_maintenance_opening_balances	ref_name	TEXT	YES			
data_maintenance_opening_balances	balance_qty	REAL	YES			
data_maintenance_opening_balances	balance_amount	REAL	YES			
data_maintenance_opening_balances	details_json	TEXT	YES			
data_maintenance_opening_balances	created_at	TEXT	YES			
dev_business_types	id	INTEGER	YES		PRI	
dev_business_types	code	TEXT	YES			
dev_business_types	name	TEXT	YES			
dev_business_types	invoice_template_code	TEXT	YES			
dev_business_types	module_codes	TEXT	YES			
dev_business_types	field_config	TEXT	YES			
dev_business_types	is_active	INTEGER	YES			
dev_business_types	created_at	TEXT	YES			
dev_companies	id	INTEGER	YES		PRI	
dev_companies	company_name	TEXT	YES			
dev_companies	owner_name	TEXT	YES			
dev_companies	mobile	TEXT	YES			
dev_companies	email	TEXT	YES			
dev_companies	address	TEXT	YES			
dev_companies	gst_number	TEXT	YES			
dev_companies	business_type_code	TEXT	YES			
dev_companies	subscription_plan_code	TEXT	YES			
dev_companies	invoice_template_code	TEXT	YES			
dev_companies	status	TEXT	YES			
dev_companies	license_key	TEXT	YES			
dev_companies	start_date	TEXT	YES			
dev_companies	expiry_date	TEXT	YES			
dev_companies	grace_days	INTEGER	YES			
dev_companies	license_status	TEXT	YES			
dev_companies	last_renewal_date	TEXT	YES			
dev_companies	logo_path	TEXT	YES			
dev_companies	notes	TEXT	YES			
dev_companies	created_at	TEXT	YES			
dev_companies	updated_at	TEXT	YES			
dev_companies	state	TEXT	YES			
dev_companies	invoice_prefix	TEXT	YES			
dev_companies	upi_id	TEXT	YES			
dev_companies	payment_qr_path	TEXT	YES			
dev_companies	bank	TEXT	YES			
dev_companies	fssai_no	TEXT	YES			
dev_companies	drug_license_no	TEXT	YES			
dev_companies	other_registrations	TEXT	YES			
dev_companies	pan	TEXT	YES			
dev_company_modules	id	INTEGER	YES		PRI	
dev_company_modules	company_id	INTEGER	YES			
dev_company_modules	module_code	TEXT	YES			
dev_company_modules	is_enabled	INTEGER	YES			
dev_invoice_templates	id	INTEGER	YES		PRI	
dev_invoice_templates	code	TEXT	YES			
dev_invoice_templates	name	TEXT	YES			
dev_invoice_templates	business_type_code	TEXT	YES			
dev_invoice_templates	title	TEXT	YES			
dev_invoice_templates	description	TEXT	YES			
dev_invoice_templates	print_style	TEXT	YES			
dev_invoice_templates	settings_json	TEXT	YES			
dev_invoice_templates	is_default	INTEGER	YES			
dev_invoice_templates	is_active	INTEGER	YES			
dev_invoice_templates	created_at	TEXT	YES			
dev_invoice_templates	document_type	TEXT	YES			
dev_invoice_templates	reference_file_path	TEXT	YES			
dev_invoice_templates	template_version	TEXT	YES			
dev_invoice_templates	updated_at	TEXT	YES			
dev_login_history	id	INTEGER	YES		PRI	
